run_id,model_alias,model_name,task_id,domain,difficulty,task_source,task_source_index,temperature,seed,prompt_mode,system_prompt_mode,is_baseline,ever_correct,correct_at_step_1,oracle_stop,first_correct_step,first_model_stop_step,revision_count,best_utility,final_correct,device
qwen_3p5_9b__gpqa_main_00010_fa834623__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00010_fa834623,gpqa,gpqa_main,gpqa,10,0.6,7,structured_four_line,default,0,0,0,1,5,5,2,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00011_159b66c2__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00011_159b66c2,gpqa,gpqa_main,gpqa,11,0.6,7,structured_four_line,default,0,0,0,1,5,5,1,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00012_33e3f184__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00012_33e3f184,gpqa,gpqa_main,gpqa,12,0.6,7,structured_four_line,default,0,0,0,1,5,5,2,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00013_c6091900__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00013_c6091900,gpqa,gpqa_main,gpqa,13,0.6,7,structured_four_line,default,0,1,1,1,1,5,2,1.0,0,cuda
qwen_3p5_9b__gpqa_main_00014_cc7b0408__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00014_cc7b0408,gpqa,gpqa_main,gpqa,14,0.6,7,structured_four_line,default,0,0,0,1,5,5,1,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00015_c0c657da__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00015_c0c657da,gpqa,gpqa_main,gpqa,15,0.6,7,structured_four_line,default,0,1,0,4,4,5,3,0.85,0,cuda
qwen_3p5_9b__gpqa_main_00016_fc851e3b__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00016_fc851e3b,gpqa,gpqa_main,gpqa,16,0.6,7,structured_four_line,default,0,1,0,4,4,5,2,0.85,1,cuda
qwen_3p5_9b__gpqa_main_00017_2e9ec04d__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00017_2e9ec04d,gpqa,gpqa_main,gpqa,17,0.6,7,structured_four_line,default,0,1,0,5,5,5,2,0.8,1,cuda
qwen_3p5_9b__gpqa_main_00018_e6715add__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00018_e6715add,gpqa,gpqa_main,gpqa,18,0.6,7,structured_four_line,default,0,1,0,4,4,5,3,0.85,0,cuda
qwen_3p5_9b__gpqa_main_00019_9002350e__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00019_9002350e,gpqa,gpqa_main,gpqa,19,0.6,7,structured_four_line,default,0,1,1,1,1,5,4,1.0,1,cuda
qwen_3p5_9b__gpqa_main_00020_2e5b70ec__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00020_2e5b70ec,gpqa,gpqa_main,gpqa,20,0.6,7,structured_four_line,default,0,0,0,1,5,5,2,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00021_766a20c4__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00021_766a20c4,gpqa,gpqa_main,gpqa,21,0.6,7,structured_four_line,default,0,1,0,4,4,5,2,0.85,1,cuda
qwen_3p5_9b__gpqa_main_00022_f1830e1a__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00022_f1830e1a,gpqa,gpqa_main,gpqa,22,0.6,7,structured_four_line,default,0,1,0,5,5,5,2,0.8,1,cuda
qwen_3p5_9b__gpqa_main_00023_17e6f25c__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00023_17e6f25c,gpqa,gpqa_main,gpqa,23,0.6,7,structured_four_line,default,0,0,0,1,5,5,1,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00024_09d249e2__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00024_09d249e2,gpqa,gpqa_main,gpqa,24,0.6,7,structured_four_line,default,0,1,0,5,5,5,2,0.8,1,cuda
qwen_3p5_9b__gpqa_main_00025_3a4dd8d0__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00025_3a4dd8d0,gpqa,gpqa_main,gpqa,25,0.6,7,structured_four_line,default,0,1,0,5,5,5,3,0.8,1,cuda
qwen_3p5_9b__gpqa_main_00026_c9f73204__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00026_c9f73204,gpqa,gpqa_main,gpqa,26,0.6,7,structured_four_line,default,0,0,0,1,5,5,2,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00027_c27e0667__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00027_c27e0667,gpqa,gpqa_main,gpqa,27,0.6,7,structured_four_line,default,0,1,0,3,3,5,3,0.9,0,cuda
qwen_3p5_9b__gpqa_main_00028_31c650a3__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00028_31c650a3,gpqa,gpqa_main,gpqa,28,0.6,7,structured_four_line,default,0,1,0,5,5,5,2,0.8,1,cuda
qwen_3p5_9b__gpqa_main_00029_dd14b86f__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00029_dd14b86f,gpqa,gpqa_main,gpqa,29,0.6,7,structured_four_line,default,0,0,0,1,5,5,1,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00030_36ae2620__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00030_36ae2620,gpqa,gpqa_main,gpqa,30,0.6,7,structured_four_line,default,0,1,0,3,3,5,3,0.9,0,cuda
qwen_3p5_9b__gpqa_main_00031_1a959528__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00031_1a959528,gpqa,gpqa_main,gpqa,31,0.6,7,structured_four_line,default,0,1,0,5,5,5,2,0.8,1,cuda
qwen_3p5_9b__gpqa_main_00032_2c712926__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00032_2c712926,gpqa,gpqa_main,gpqa,32,0.6,7,structured_four_line,default,0,1,1,1,1,5,2,1.0,0,cuda
qwen_3p5_9b__gpqa_main_00033_d3ee1999__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00033_d3ee1999,gpqa,gpqa_main,gpqa,33,0.6,7,structured_four_line,default,0,1,0,2,2,5,4,0.95,1,cuda
qwen_3p5_9b__gpqa_main_00034_5ed642db__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00034_5ed642db,gpqa,gpqa_main,gpqa,34,0.6,7,structured_four_line,default,0,1,0,5,5,5,2,0.8,1,cuda
qwen_3p5_9b__gpqa_main_00035_417e5d47__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00035_417e5d47,gpqa,gpqa_main,gpqa,35,0.6,7,structured_four_line,default,0,0,0,1,5,5,1,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00036_deca6480__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00036_deca6480,gpqa,gpqa_main,gpqa,36,0.6,7,structured_four_line,default,0,1,1,1,1,5,2,1.0,1,cuda
qwen_3p5_9b__gpqa_main_00037_b23e47c3__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00037_b23e47c3,gpqa,gpqa_main,gpqa,37,0.6,7,structured_four_line,default,0,1,0,2,2,5,3,0.95,1,cuda
qwen_3p5_9b__gpqa_main_00038_5118fb47__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00038_5118fb47,gpqa,gpqa_main,gpqa,38,0.6,7,structured_four_line,default,0,0,0,1,5,5,1,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00039_6668ab07__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00039_6668ab07,gpqa,gpqa_main,gpqa,39,0.6,7,structured_four_line,default,0,0,0,1,5,5,4,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00040_bae470e5__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00040_bae470e5,gpqa,gpqa_main,gpqa,40,0.6,7,structured_four_line,default,0,0,0,1,5,5,2,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00041_9eba97c4__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00041_9eba97c4,gpqa,gpqa_main,gpqa,41,0.6,7,structured_four_line,default,0,0,0,1,5,5,3,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00042_1c5915cd__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00042_1c5915cd,gpqa,gpqa_main,gpqa,42,0.6,7,structured_four_line,default,0,0,0,1,5,5,1,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00043_89746543__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00043_89746543,gpqa,gpqa_main,gpqa,43,0.6,7,structured_four_line,default,0,0,0,1,5,5,2,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00044_d2fb10c0__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00044_d2fb10c0,gpqa,gpqa_main,gpqa,44,0.6,7,structured_four_line,default,0,1,1,1,1,5,4,1.0,0,cuda
qwen_3p5_9b__gpqa_main_00045_c1330d93__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00045_c1330d93,gpqa,gpqa_main,gpqa,45,0.6,7,structured_four_line,default,0,0,0,1,5,5,1,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00046_12ede6c2__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00046_12ede6c2,gpqa,gpqa_main,gpqa,46,0.6,7,structured_four_line,default,0,0,0,1,5,5,0,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00047_89c7b030__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00047_89c7b030,gpqa,gpqa_main,gpqa,47,0.6,7,structured_four_line,default,0,0,0,1,5,5,1,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00048_3aa0f799__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00048_3aa0f799,gpqa,gpqa_main,gpqa,48,0.6,7,structured_four_line,default,0,0,0,1,5,5,1,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00049_5cb9f19f__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00049_5cb9f19f,gpqa,gpqa_main,gpqa,49,0.6,7,structured_four_line,default,0,1,0,3,3,5,3,0.9,0,cuda
qwen_3p5_9b__gpqa_main_00050_9a779a90__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00050_9a779a90,gpqa,gpqa_main,gpqa,50,0.6,7,structured_four_line,default,0,0,0,1,5,5,0,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00051_79920c11__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00051_79920c11,gpqa,gpqa_main,gpqa,51,0.6,7,structured_four_line,default,0,0,0,1,5,5,1,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00052_52612165__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00052_52612165,gpqa,gpqa_main,gpqa,52,0.6,7,structured_four_line,default,0,0,0,1,5,5,2,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00053_13e4c192__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00053_13e4c192,gpqa,gpqa_main,gpqa,53,0.6,7,structured_four_line,default,0,1,0,4,4,5,2,0.85,1,cuda
qwen_3p5_9b__gpqa_main_00054_36008b3f__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00054_36008b3f,gpqa,gpqa_main,gpqa,54,0.6,7,structured_four_line,default,0,0,0,1,5,5,2,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00055_ed74cd1f__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00055_ed74cd1f,gpqa,gpqa_main,gpqa,55,0.6,7,structured_four_line,default,0,0,0,1,5,5,2,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00056_1037a31a__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00056_1037a31a,gpqa,gpqa_main,gpqa,56,0.6,7,structured_four_line,default,0,0,0,1,5,5,0,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00057_80133a98__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00057_80133a98,gpqa,gpqa_main,gpqa,57,0.6,7,structured_four_line,default,0,1,0,4,4,5,2,0.85,1,cuda
qwen_3p5_9b__gpqa_main_00058_d544fceb__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00058_d544fceb,gpqa,gpqa_main,gpqa,58,0.6,7,structured_four_line,default,0,1,0,4,4,5,1,0.85,1,cuda
qwen_3p5_9b__gpqa_main_00059_5a8f2e6c__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00059_5a8f2e6c,gpqa,gpqa_main,gpqa,59,0.6,7,structured_four_line,default,0,0,0,1,5,5,4,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00060_f925e8b8__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00060_f925e8b8,gpqa,gpqa_main,gpqa,60,0.6,7,structured_four_line,default,0,0,0,1,5,5,2,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00061_0cc030d5__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00061_0cc030d5,gpqa,gpqa_main,gpqa,61,0.6,7,structured_four_line,default,0,0,0,1,5,5,3,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00062_569f9895__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00062_569f9895,gpqa,gpqa_main,gpqa,62,0.6,7,structured_four_line,default,0,0,0,1,5,5,1,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00063_e8681b1e__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00063_e8681b1e,gpqa,gpqa_main,gpqa,63,0.6,7,structured_four_line,default,0,0,0,1,5,5,2,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00064_3c82cd27__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00064_3c82cd27,gpqa,gpqa_main,gpqa,64,0.6,7,structured_four_line,default,0,0,0,1,5,5,3,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00065_91a75aec__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00065_91a75aec,gpqa,gpqa_main,gpqa,65,0.6,7,structured_four_line,default,0,1,0,2,2,5,1,0.95,1,cuda
qwen_3p5_9b__gpqa_main_00066_d28aecb0__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00066_d28aecb0,gpqa,gpqa_main,gpqa,66,0.6,7,structured_four_line,default,0,1,0,5,5,5,1,0.8,1,cuda
qwen_3p5_9b__gpqa_main_00067_98327b58__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00067_98327b58,gpqa,gpqa_main,gpqa,67,0.6,7,structured_four_line,default,0,1,0,3,3,5,4,0.9,0,cuda
qwen_3p5_9b__gpqa_main_00068_6c7ef3a0__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00068_6c7ef3a0,gpqa,gpqa_main,gpqa,68,0.6,7,structured_four_line,default,0,0,0,1,5,5,1,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00069_918919e3__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00069_918919e3,gpqa,gpqa_main,gpqa,69,0.6,7,structured_four_line,default,0,0,0,1,5,5,1,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00070_86d76bc1__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00070_86d76bc1,gpqa,gpqa_main,gpqa,70,0.6,7,structured_four_line,default,0,0,0,1,5,5,2,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00071_c59afe1e__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00071_c59afe1e,gpqa,gpqa_main,gpqa,71,0.6,7,structured_four_line,default,0,0,0,1,5,5,1,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00072_f9c1cbbe__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00072_f9c1cbbe,gpqa,gpqa_main,gpqa,72,0.6,7,structured_four_line,default,0,0,0,1,5,5,1,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00073_9c9b36e7__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00073_9c9b36e7,gpqa,gpqa_main,gpqa,73,0.6,7,structured_four_line,default,0,1,0,5,5,5,4,0.8,1,cuda
qwen_3p5_9b__gpqa_main_00074_2532bbea__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00074_2532bbea,gpqa,gpqa_main,gpqa,74,0.6,7,structured_four_line,default,0,0,0,1,5,5,1,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00075_7266bfd8__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00075_7266bfd8,gpqa,gpqa_main,gpqa,75,0.6,7,structured_four_line,default,0,0,0,1,5,5,3,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00076_10647ec7__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00076_10647ec7,gpqa,gpqa_main,gpqa,76,0.6,7,structured_four_line,default,0,1,0,4,4,5,2,0.85,1,cuda
qwen_3p5_9b__gpqa_main_00077_745cfcef__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00077_745cfcef,gpqa,gpqa_main,gpqa,77,0.6,7,structured_four_line,default,0,1,0,4,4,5,3,0.85,1,cuda
qwen_3p5_9b__gpqa_main_00078_73f997d6__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00078_73f997d6,gpqa,gpqa_main,gpqa,78,0.6,7,structured_four_line,default,0,0,0,1,5,5,2,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00079_1cbde218__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00079_1cbde218,gpqa,gpqa_main,gpqa,79,0.6,7,structured_four_line,default,0,1,0,5,5,5,2,0.8,1,cuda
qwen_3p5_9b__gpqa_main_00080_7084e443__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00080_7084e443,gpqa,gpqa_main,gpqa,80,0.6,7,structured_four_line,default,0,0,0,1,5,5,3,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00081_1364bf2b__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00081_1364bf2b,gpqa,gpqa_main,gpqa,81,0.6,7,structured_four_line,default,0,1,1,1,1,5,2,1.0,1,cuda
qwen_3p5_9b__gpqa_main_00082_d13a7dd8__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00082_d13a7dd8,gpqa,gpqa_main,gpqa,82,0.6,7,structured_four_line,default,0,0,0,1,5,5,3,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00083_02aae537__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00083_02aae537,gpqa,gpqa_main,gpqa,83,0.6,7,structured_four_line,default,0,0,0,1,5,5,2,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00084_f5f728fd__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00084_f5f728fd,gpqa,gpqa_main,gpqa,84,0.6,7,structured_four_line,default,0,0,0,1,5,5,3,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00085_49345192__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00085_49345192,gpqa,gpqa_main,gpqa,85,0.6,7,structured_four_line,default,0,0,0,1,5,5,0,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00086_1039e804__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00086_1039e804,gpqa,gpqa_main,gpqa,86,0.6,7,structured_four_line,default,0,0,0,1,5,5,3,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00087_473d9541__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00087_473d9541,gpqa,gpqa_main,gpqa,87,0.6,7,structured_four_line,default,0,1,0,2,2,5,4,0.95,0,cuda
qwen_3p5_9b__gpqa_main_00088_5c8ec699__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00088_5c8ec699,gpqa,gpqa_main,gpqa,88,0.6,7,structured_four_line,default,0,0,0,1,5,5,0,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00089_a9708bcf__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00089_a9708bcf,gpqa,gpqa_main,gpqa,89,0.6,7,structured_four_line,default,0,0,0,1,5,5,1,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00090_21db580d__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00090_21db580d,gpqa,gpqa_main,gpqa,90,0.6,7,structured_four_line,default,0,1,1,1,1,5,2,1.0,0,cuda
qwen_3p5_9b__gpqa_main_00091_6860665e__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00091_6860665e,gpqa,gpqa_main,gpqa,91,0.6,7,structured_four_line,default,0,1,0,5,5,5,1,0.8,1,cuda
qwen_3p5_9b__gpqa_main_00092_d8c2ea99__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00092_d8c2ea99,gpqa,gpqa_main,gpqa,92,0.6,7,structured_four_line,default,0,1,0,2,2,5,2,0.95,0,cuda
qwen_3p5_9b__gpqa_main_00093_527f0ce0__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00093_527f0ce0,gpqa,gpqa_main,gpqa,93,0.6,7,structured_four_line,default,0,1,1,1,1,5,1,1.0,0,cuda
qwen_3p5_9b__gpqa_main_00094_350bfe6f__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00094_350bfe6f,gpqa,gpqa_main,gpqa,94,0.6,7,structured_four_line,default,0,0,0,1,5,5,3,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00095_a64c34c6__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00095_a64c34c6,gpqa,gpqa_main,gpqa,95,0.6,7,structured_four_line,default,0,1,0,4,4,5,3,0.85,0,cuda
qwen_3p5_9b__gpqa_main_00096_eb241194__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00096_eb241194,gpqa,gpqa_main,gpqa,96,0.6,7,structured_four_line,default,0,0,0,1,5,5,3,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00097_526b98ff__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00097_526b98ff,gpqa,gpqa_main,gpqa,97,0.6,7,structured_four_line,default,0,0,0,1,5,5,2,0.0,0,cuda
qwen_3p5_9b__gpqa_main_00098_e261c3eb__temp0.60__seed7,qwen_3p5_9b,Qwen/Qwen3.5-9B,gpqa_main_00098_e261c3eb,gpqa,gpqa_main,gpqa,98,0.6,7,structured_four_line,default,0,1,0,5,5,5,2,0.8,1,cuda
