detector,mean_stop_step,mean_stop_utility,mean_oracle_utility,mean_oracle_gap,false_early_rate,false_late_rate,mean_false_late_severity,aggregation_level,group_name,run_name,run_label,family,parameter_count,rank
e_process,4.2,0.4673333333333333,0.6398333333333334,0.1725,0.062,0.888,1.8173333333333328,family,InternLM3,,InternLM3,InternLM3,family-average,6
empirical_bernstein,9.0,0.2806666666666666,0.6398333333333334,0.3591666666666667,0.0026666666666666,0.992,6.479333333333333,family,InternLM3,,InternLM3,InternLM3,family-average,7
first_answer,1.0,0.2706666666666666,0.6398333333333334,0.3691666666666666,1.0,0.0,0.0,family,InternLM3,,InternLM3,InternLM3,family-average,8
never_stop,10.0,0.2306666666666667,0.6398333333333334,0.4091666666666665,0.0,0.9973333333333332,7.476666666666667,family,InternLM3,,InternLM3,InternLM3,family-average,9
oracle,4.1513333333333335,0.6084333333333333,0.6084333333333333,0.0,0.0,0.0,0.0,family,Mistral Small,,Mistral Small,Mistral Small,family-average,1
verifier_first_correct,5.979333333333333,0.5176999999999999,0.6084333333333333,0.0907333333333333,0.014,0.2333333333333333,1.8666666666666667,family,Mistral Small,,Mistral Small,Mistral Small,family-average,2
e_process,9.0,0.2833333333333332,0.6084333333333333,0.3251,0.0146666666666666,0.9446666666666668,4.863333333333333,family,Mistral Small,,Mistral Small,Mistral Small,family-average,3
empirical_bernstein,9.0,0.2833333333333332,0.6084333333333333,0.3251,0.0146666666666666,0.9446666666666668,4.863333333333333,family,Mistral Small,,Mistral Small,Mistral Small,family-average,3
never_stop,10.0,0.2746666666666667,0.6084333333333333,0.3337666666666666,0.0,0.9853333333333332,5.8486666666666665,family,Mistral Small,,Mistral Small,Mistral Small,family-average,4
answer_stability,4.704666666666666,0.2641,0.6084333333333333,0.3443333333333333,0.2813333333333333,0.646,1.4986666666666666,family,Mistral Small,,Mistral Small,Mistral Small,family-average,5
hazard_drift,4.8,0.2446666666666666,0.6084333333333333,0.3637666666666666,0.2486666666666666,0.7026666666666667,1.3586666666666667,family,Mistral Small,,Mistral Small,Mistral Small,family-average,6
entropy_plateau,5.1786666666666665,0.2417333333333333,0.6084333333333333,0.3666999999999999,0.2746666666666666,0.654,1.944,family,Mistral Small,,Mistral Small,Mistral Small,family-average,7
first_answer,1.0,0.014,0.6084333333333333,0.5944333333333334,1.0,0.0,0.0,family,Mistral Small,,Mistral Small,Mistral Small,family-average,8
oracle,2.38,0.3176666666666666,0.3176666666666666,0.0,0.0,0.0,0.0,family,Mistral instruct,,Mistral instruct,Mistral instruct,family-average,1
first_answer,1.0,0.304,0.3176666666666666,0.0136666666666666,1.0,0.0,0.0,family,Mistral instruct,,Mistral instruct,Mistral instruct,family-average,2
verifier_first_correct,6.332666666666666,0.1753666666666666,0.3176666666666666,0.1423,0.304,0.558,4.464,family,Mistral instruct,,Mistral instruct,Mistral instruct,family-average,3
hazard_drift,3.674,0.1736333333333333,0.3176666666666666,0.1440333333333333,0.0433333333333333,0.646,1.378,family,Mistral instruct,,Mistral instruct,Mistral instruct,family-average,4
e_process,3.2,0.1626666666666666,0.3176666666666666,0.155,0.0753333333333333,0.812,0.9666666666666668,family,Mistral instruct,,Mistral instruct,Mistral instruct,family-average,5
entropy_plateau,4.6546666666666665,0.1312666666666666,0.3176666666666666,0.1864,0.026,0.7746666666666666,2.3226666666666667,family,Mistral instruct,,Mistral instruct,Mistral instruct,family-average,6
answer_stability,4.958,0.1261,0.3176666666666666,0.1915666666666667,0.0146666666666666,0.83,2.6066666666666665,family,Mistral instruct,,Mistral instruct,Mistral instruct,family-average,7
empirical_bernstein,9.0,-0.0833333333333333,0.3176666666666666,0.401,0.0033333333333333,0.9966666666666668,6.623333333333333,family,Mistral instruct,,Mistral instruct,Mistral instruct,family-average,8
never_stop,10.0,-0.1293333333333333,0.3176666666666666,0.447,0.0,0.9966666666666668,7.62,family,Mistral instruct,,Mistral instruct,Mistral instruct,family-average,9
oracle,2.865333333333333,0.5507333333333333,0.5507333333333333,0.0,0.0,0.0,0.0,family,Phi 4,,Phi 4,Phi 4,family-average,1
verifier_first_correct,4.503333333333333,0.5461666666666667,0.5507333333333333,0.0045666666666666,0.3333333333333333,0.2786666666666667,2.2293333333333334,family,Phi 4,,Phi 4,Phi 4,family-average,2
first_answer,1.0,0.3333333333333333,0.5507333333333333,0.2173999999999999,1.0,0.0,0.0,family,Phi 4,,Phi 4,Phi 4,family-average,3
hazard_drift,3.456,0.2572,0.5507333333333333,0.2935333333333333,0.1706666666666666,0.4586666666666666,1.0233333333333334,family,Phi 4,,Phi 4,Phi 4,family-average,4
e_process,3.0,0.21,0.5507333333333333,0.3407333333333333,0.1973333333333333,0.644,0.644,family,Phi 4,,Phi 4,Phi 4,family-average,5
entropy_plateau,5.184,0.2047999999999999,0.5507333333333333,0.3459333333333333,0.084,0.766,2.533333333333333,family,Phi 4,,Phi 4,Phi 4,family-average,6
answer_stability,6.614,0.1026333333333333,0.5507333333333333,0.4481,0.0433333333333333,0.8973333333333333,3.856,family,Phi 4,,Phi 4,Phi 4,family-average,7
empirical_bernstein,9.0,-0.0686666666666666,0.5507333333333333,0.6194000000000001,0.006,0.9813333333333332,6.140666666666666,family,Phi 4,,Phi 4,Phi 4,family-average,8
never_stop,10.0,-0.1086666666666666,0.5507333333333333,0.6594,0.0,0.994,7.134666666666667,family,Phi 4,,Phi 4,Phi 4,family-average,9
oracle,2.9519999999999995,0.5084,0.5084,0.0,0.0,0.0,0.0,family,Qwen2.5 instruct,,Qwen2.5 instruct,Qwen2.5 instruct,family-average,1
verifier_first_correct,5.887733333333334,0.3716133333333333,0.5084,0.13678666666666664,0.09453333333333333,0.384,3.072,family,Qwen2.5 instruct,,Qwen2.5 instruct,Qwen2.5 instruct,family-average,2
hazard_drift,3.992666666666667,0.3101,0.5084,0.19829999999999998,0.11866666666666666,0.5469333333333333,1.2812,family,Qwen2.5 instruct,,Qwen2.5 instruct,Qwen2.5 instruct,family-average,3
e_process,5.08,0.30146666666666666,0.5084,0.20693333333333327,0.038133333333333304,0.7264,2.2001333333333335,family,Qwen2.5 instruct,,Qwen2.5 instruct,Qwen2.5 instruct,family-average,4
answer_stability,4.352666666666667,0.28863333333333335,0.5084,0.21976666666666667,0.09293333333333333,0.7069333333333333,1.605333333333333,family,Qwen2.5 instruct,,Qwen2.5 instruct,Qwen2.5 instruct,family-average,5
entropy_plateau,3.8296,0.27745333333333333,0.5084,0.23094666666666663,0.1473333333333333,0.666,1.2658666666666667,family,Qwen2.5 instruct,,Qwen2.5 instruct,Qwen2.5 instruct,family-average,6
empirical_bernstein,7.6,0.19546666666666662,0.5084,0.31293333333333334,0.006799999999999959,0.7852,4.6572000000000005,family,Qwen2.5 instruct,,Qwen2.5 instruct,Qwen2.5 instruct,family-average,7
first_answer,1.0,0.09453333333333333,0.5084,0.41386666666666666,1.0,0.0,0.0,family,Qwen2.5 instruct,,Qwen2.5 instruct,Qwen2.5 instruct,family-average,8
never_stop,10.0,0.07320000000000002,0.5084,0.4351999999999999,0.0,0.9958666666666666,7.048,family,Qwen2.5 instruct,,Qwen2.5 instruct,Qwen2.5 instruct,family-average,9
oracle,2.5846666666666667,0.4274333333333333,0.4274333333333333,0.0,0.0,0.0,0.0,family,Yi 1.5,,Yi 1.5,Yi 1.5,family-average,1
verifier_first_correct,6.324666666666666,0.2511,0.4274333333333333,0.1763333333333333,0.0953333333333333,0.4826666666666667,3.8613333333333335,family,Yi 1.5,,Yi 1.5,Yi 1.5,family-average,2
answer_stability,4.235333333333333,0.2229,0.4274333333333333,0.2045333333333333,0.0673333333333333,0.7533333333333333,1.8233333333333333,family,Yi 1.5,,Yi 1.5,Yi 1.5,family-average,3
hazard_drift,3.9126666666666665,0.2197,0.4274333333333333,0.2077333333333333,0.09,0.6766666666666666,1.5433333333333332,family,Yi 1.5,,Yi 1.5,Yi 1.5,family-average,4
entropy_plateau,4.242,0.2019,0.4274333333333333,0.2255333333333333,0.0813333333333333,0.718,1.895333333333333,family,Yi 1.5,,Yi 1.5,Yi 1.5,family-average,5
e_process,3.6,0.1933333333333333,0.4274333333333333,0.2340999999999999,0.1033333333333333,0.8226666666666667,1.266,family,Yi 1.5,,Yi 1.5,Yi 1.5,family-average,6
first_answer,1.0,0.0953333333333333,0.4274333333333333,0.3321,1.0,0.0,0.0,family,Yi 1.5,,Yi 1.5,Yi 1.5,family-average,7
empirical_bernstein,9.0,-0.0333333333333333,0.4274333333333333,0.4607666666666667,0.0053333333333333,0.992,6.4206666666666665,family,Yi 1.5,,Yi 1.5,Yi 1.5,family-average,8
never_stop,10.0,-0.0693333333333333,0.4274333333333333,0.4967666666666666,0.0,0.9946666666666668,7.415333333333334,family,Yi 1.5,,Yi 1.5,Yi 1.5,family-average,9
oracle,3.231333333333333,0.6331,0.6331,0.0,0.0,0.0,0.0,run,deepseek_r1_distill_1p5b__gsm8k,deepseek_r1_distill_1p5b__gsm8k,DeepSeek 1.5B,DeepSeek-R1 distill,1.5B,1
verifier_first_correct,4.572,0.5787333333333333,0.6331,0.0543666666666666,0.3113333333333333,0.2426666666666666,1.9413333333333331,run,deepseek_r1_distill_1p5b__gsm8k,deepseek_r1_distill_1p5b__gsm8k,DeepSeek 1.5B,DeepSeek-R1 distill,1.5B,2
first_answer,1.0,0.3113333333333333,0.6331,0.3217666666666666,1.0,0.0,0.0,run,deepseek_r1_distill_1p5b__gsm8k,deepseek_r1_distill_1p5b__gsm8k,DeepSeek 1.5B,DeepSeek-R1 distill,1.5B,3
hazard_drift,4.184,0.2461333333333333,0.6331,0.3869666666666667,0.208,0.5286666666666666,1.544,run,deepseek_r1_distill_1p5b__gsm8k,deepseek_r1_distill_1p5b__gsm8k,DeepSeek 1.5B,DeepSeek-R1 distill,1.5B,4
entropy_plateau,5.375333333333334,0.2065666666666666,0.6331,0.4265333333333333,0.1473333333333333,0.6773333333333333,2.561333333333333,run,deepseek_r1_distill_1p5b__gsm8k,deepseek_r1_distill_1p5b__gsm8k,DeepSeek 1.5B,DeepSeek-R1 distill,1.5B,5
e_process,4.2,0.1726666666666666,0.6331,0.4604333333333333,0.22,0.6553333333333333,1.6153333333333333,run,deepseek_r1_distill_1p5b__gsm8k,deepseek_r1_distill_1p5b__gsm8k,DeepSeek 1.5B,DeepSeek-R1 distill,1.5B,6
empirical_bernstein,9.0,-0.04,0.6331,0.6731,0.0126666666666666,0.9653333333333334,5.781333333333333,run,deepseek_r1_distill_1p5b__gsm8k,deepseek_r1_distill_1p5b__gsm8k,DeepSeek 1.5B,DeepSeek-R1 distill,1.5B,7
answer_stability,9.857333333333331,-0.0888666666666666,0.6331,0.7219666666666666,0.0,0.9853333333333332,6.626,run,deepseek_r1_distill_1p5b__gsm8k,deepseek_r1_distill_1p5b__gsm8k,DeepSeek 1.5B,DeepSeek-R1 distill,1.5B,8
never_stop,10.0,-0.1006666666666666,0.6331,0.7337666666666666,0.0,0.9873333333333332,6.768666666666666,run,deepseek_r1_distill_1p5b__gsm8k,deepseek_r1_distill_1p5b__gsm8k,DeepSeek 1.5B,DeepSeek-R1 distill,1.5B,9
verifier_first_correct,2.858,0.8157666666666668,0.8064333333333332,-0.0093333333333333,0.478,0.0913333333333333,0.7306666666666667,run,deepseek_r1_distill_7b__gsm8k,deepseek_r1_distill_7b__gsm8k,DeepSeek 7B,DeepSeek-R1 distill,7B,1
oracle,2.9513333333333334,0.8064333333333332,0.8064333333333332,0.0,0.0,0.0,0.0,run,deepseek_r1_distill_7b__gsm8k,deepseek_r1_distill_7b__gsm8k,DeepSeek 7B,DeepSeek-R1 distill,7B,2
hazard_drift,3.715333333333333,0.5249,0.8064333333333332,0.2815333333333333,0.1593333333333333,0.4766666666666667,1.143333333333333,run,deepseek_r1_distill_7b__gsm8k,deepseek_r1_distill_7b__gsm8k,DeepSeek 7B,DeepSeek-R1 distill,7B,3
first_answer,1.0,0.478,0.8064333333333332,0.3284333333333333,1.0,0.0,0.0,run,deepseek_r1_distill_7b__gsm8k,deepseek_r1_distill_7b__gsm8k,DeepSeek 7B,DeepSeek-R1 distill,7B,4
entropy_plateau,4.895333333333333,0.4625666666666667,0.8064333333333332,0.3438666666666666,0.114,0.7046666666666667,2.2173333333333334,run,deepseek_r1_distill_7b__gsm8k,deepseek_r1_distill_7b__gsm8k,DeepSeek 7B,DeepSeek-R1 distill,7B,5
e_process,7.6,0.1719999999999999,0.8064333333333332,0.6344333333333333,0.0346666666666666,0.928,4.724666666666667,run,deepseek_r1_distill_7b__gsm8k,deepseek_r1_distill_7b__gsm8k,DeepSeek 7B,DeepSeek-R1 distill,7B,6
answer_stability,8.990666666666666,0.1404666666666666,0.8064333333333332,0.6659666666666666,0.0006666666666666,0.9413333333333334,6.040666666666667,run,deepseek_r1_distill_7b__gsm8k,deepseek_r1_distill_7b__gsm8k,DeepSeek 7B,DeepSeek-R1 distill,7B,7
empirical_bernstein,9.0,0.0999999999999999,0.8064333333333332,0.7064333333333334,0.006,0.9866666666666668,6.054666666666667,run,deepseek_r1_distill_7b__gsm8k,deepseek_r1_distill_7b__gsm8k,DeepSeek 7B,DeepSeek-R1 distill,7B,8
never_stop,10.0,0.0293333333333333,0.8064333333333332,0.7770999999999999,0.0,0.994,7.048666666666667,run,deepseek_r1_distill_7b__gsm8k,deepseek_r1_distill_7b__gsm8k,DeepSeek 7B,DeepSeek-R1 distill,7B,9
oracle,2.523333333333333,0.6398333333333334,0.6398333333333334,0.0,0.0,0.0,0.0,run,internlm3_8b_instruct__gsm8k,internlm3_8b_instruct__gsm8k,InternLM3 8B,InternLM3,8B,1
verifier_first_correct,4.417333333333334,0.5564666666666667,0.6398333333333334,0.0833666666666666,0.2706666666666666,0.2726666666666666,2.1813333333333333,run,internlm3_8b_instruct__gsm8k,internlm3_8b_instruct__gsm8k,InternLM3 8B,InternLM3,8B,2
answer_stability,3.08,0.492,0.6398333333333334,0.1478333333333333,0.1046666666666666,0.544,0.7826666666666666,run,internlm3_8b_instruct__gsm8k,internlm3_8b_instruct__gsm8k,InternLM3 8B,InternLM3,8B,3
entropy_plateau,3.474,0.4882999999999999,0.6398333333333334,0.1515333333333333,0.086,0.6186666666666667,1.143333333333333,run,internlm3_8b_instruct__gsm8k,internlm3_8b_instruct__gsm8k,InternLM3 8B,InternLM3,8B,4
hazard_drift,3.6346666666666665,0.4829333333333333,0.6398333333333334,0.1568999999999999,0.0813333333333333,0.6733333333333333,1.298,run,internlm3_8b_instruct__gsm8k,internlm3_8b_instruct__gsm8k,InternLM3 8B,InternLM3,8B,5
e_process,4.2,0.4673333333333333,0.6398333333333334,0.1725,0.062,0.888,1.8173333333333328,run,internlm3_8b_instruct__gsm8k,internlm3_8b_instruct__gsm8k,InternLM3 8B,InternLM3,8B,6
empirical_bernstein,9.0,0.2806666666666666,0.6398333333333334,0.3591666666666667,0.0026666666666666,0.992,6.479333333333333,run,internlm3_8b_instruct__gsm8k,internlm3_8b_instruct__gsm8k,InternLM3 8B,InternLM3,8B,7
first_answer,1.0,0.2706666666666666,0.6398333333333334,0.3691666666666666,1.0,0.0,0.0,run,internlm3_8b_instruct__gsm8k,internlm3_8b_instruct__gsm8k,InternLM3 8B,InternLM3,8B,8
never_stop,10.0,0.2306666666666667,0.6398333333333334,0.4091666666666665,0.0,0.9973333333333332,7.476666666666667,run,internlm3_8b_instruct__gsm8k,internlm3_8b_instruct__gsm8k,InternLM3 8B,InternLM3,8B,9
oracle,2.38,0.3176666666666666,0.3176666666666666,0.0,0.0,0.0,0.0,run,mistral_7b_instruct_v0p3__gsm8k,mistral_7b_instruct_v0p3__gsm8k,Mistral instruct 7B,Mistral instruct,7B,1
first_answer,1.0,0.304,0.3176666666666666,0.0136666666666666,1.0,0.0,0.0,run,mistral_7b_instruct_v0p3__gsm8k,mistral_7b_instruct_v0p3__gsm8k,Mistral instruct 7B,Mistral instruct,7B,2
verifier_first_correct,6.332666666666666,0.1753666666666666,0.3176666666666666,0.1423,0.304,0.558,4.464,run,mistral_7b_instruct_v0p3__gsm8k,mistral_7b_instruct_v0p3__gsm8k,Mistral instruct 7B,Mistral instruct,7B,3
hazard_drift,3.674,0.1736333333333333,0.3176666666666666,0.1440333333333333,0.0433333333333333,0.646,1.378,run,mistral_7b_instruct_v0p3__gsm8k,mistral_7b_instruct_v0p3__gsm8k,Mistral instruct 7B,Mistral instruct,7B,4
e_process,3.2,0.1626666666666666,0.3176666666666666,0.155,0.0753333333333333,0.812,0.9666666666666668,run,mistral_7b_instruct_v0p3__gsm8k,mistral_7b_instruct_v0p3__gsm8k,Mistral instruct 7B,Mistral instruct,7B,5
entropy_plateau,4.6546666666666665,0.1312666666666666,0.3176666666666666,0.1864,0.026,0.7746666666666666,2.3226666666666667,run,mistral_7b_instruct_v0p3__gsm8k,mistral_7b_instruct_v0p3__gsm8k,Mistral instruct 7B,Mistral instruct,7B,6
answer_stability,4.958,0.1261,0.3176666666666666,0.1915666666666667,0.0146666666666666,0.83,2.6066666666666665,run,mistral_7b_instruct_v0p3__gsm8k,mistral_7b_instruct_v0p3__gsm8k,Mistral instruct 7B,Mistral instruct,7B,7
empirical_bernstein,9.0,-0.0833333333333333,0.3176666666666666,0.401,0.0033333333333333,0.9966666666666668,6.623333333333333,run,mistral_7b_instruct_v0p3__gsm8k,mistral_7b_instruct_v0p3__gsm8k,Mistral instruct 7B,Mistral instruct,7B,8
never_stop,10.0,-0.1293333333333333,0.3176666666666666,0.447,0.0,0.9966666666666668,7.62,run,mistral_7b_instruct_v0p3__gsm8k,mistral_7b_instruct_v0p3__gsm8k,Mistral instruct 7B,Mistral instruct,7B,9
oracle,4.1513333333333335,0.6084333333333333,0.6084333333333333,0.0,0.0,0.0,0.0,run,mistral_small_24b_2409__gsm8k,mistral_small_24b_2409__gsm8k,Mistral Small 22B,Mistral Small,22B,1
verifier_first_correct,5.979333333333333,0.5176999999999999,0.6084333333333333,0.0907333333333333,0.014,0.2333333333333333,1.8666666666666667,run,mistral_small_24b_2409__gsm8k,mistral_small_24b_2409__gsm8k,Mistral Small 22B,Mistral Small,22B,2
e_process,9.0,0.2833333333333332,0.6084333333333333,0.3251,0.0146666666666666,0.9446666666666668,4.863333333333333,run,mistral_small_24b_2409__gsm8k,mistral_small_24b_2409__gsm8k,Mistral Small 22B,Mistral Small,22B,3
empirical_bernstein,9.0,0.2833333333333332,0.6084333333333333,0.3251,0.0146666666666666,0.9446666666666668,4.863333333333333,run,mistral_small_24b_2409__gsm8k,mistral_small_24b_2409__gsm8k,Mistral Small 22B,Mistral Small,22B,3
never_stop,10.0,0.2746666666666667,0.6084333333333333,0.3337666666666666,0.0,0.9853333333333332,5.8486666666666665,run,mistral_small_24b_2409__gsm8k,mistral_small_24b_2409__gsm8k,Mistral Small 22B,Mistral Small,22B,4
answer_stability,4.704666666666666,0.2641,0.6084333333333333,0.3443333333333333,0.2813333333333333,0.646,1.4986666666666666,run,mistral_small_24b_2409__gsm8k,mistral_small_24b_2409__gsm8k,Mistral Small 22B,Mistral Small,22B,5
hazard_drift,4.8,0.2446666666666666,0.6084333333333333,0.3637666666666666,0.2486666666666666,0.7026666666666667,1.3586666666666667,run,mistral_small_24b_2409__gsm8k,mistral_small_24b_2409__gsm8k,Mistral Small 22B,Mistral Small,22B,6
entropy_plateau,5.1786666666666665,0.2417333333333333,0.6084333333333333,0.3666999999999999,0.2746666666666666,0.654,1.944,run,mistral_small_24b_2409__gsm8k,mistral_small_24b_2409__gsm8k,Mistral Small 22B,Mistral Small,22B,7
first_answer,1.0,0.014,0.6084333333333333,0.5944333333333334,1.0,0.0,0.0,run,mistral_small_24b_2409__gsm8k,mistral_small_24b_2409__gsm8k,Mistral Small 22B,Mistral Small,22B,8
oracle,2.865333333333333,0.5507333333333333,0.5507333333333333,0.0,0.0,0.0,0.0,run,phi_4_mini_instruct__gsm8k,phi_4_mini_instruct__gsm8k,Phi 4 4B,Phi 4,4B,1
verifier_first_correct,4.503333333333333,0.5461666666666667,0.5507333333333333,0.0045666666666666,0.3333333333333333,0.2786666666666667,2.2293333333333334,run,phi_4_mini_instruct__gsm8k,phi_4_mini_instruct__gsm8k,Phi 4 4B,Phi 4,4B,2
first_answer,1.0,0.3333333333333333,0.5507333333333333,0.2173999999999999,1.0,0.0,0.0,run,phi_4_mini_instruct__gsm8k,phi_4_mini_instruct__gsm8k,Phi 4 4B,Phi 4,4B,3
hazard_drift,3.456,0.2572,0.5507333333333333,0.2935333333333333,0.1706666666666666,0.4586666666666666,1.0233333333333334,run,phi_4_mini_instruct__gsm8k,phi_4_mini_instruct__gsm8k,Phi 4 4B,Phi 4,4B,4
e_process,3.0,0.21,0.5507333333333333,0.3407333333333333,0.1973333333333333,0.644,0.644,run,phi_4_mini_instruct__gsm8k,phi_4_mini_instruct__gsm8k,Phi 4 4B,Phi 4,4B,5
entropy_plateau,5.184,0.2047999999999999,0.5507333333333333,0.3459333333333333,0.084,0.766,2.533333333333333,run,phi_4_mini_instruct__gsm8k,phi_4_mini_instruct__gsm8k,Phi 4 4B,Phi 4,4B,6
answer_stability,6.614,0.1026333333333333,0.5507333333333333,0.4481,0.0433333333333333,0.8973333333333333,3.856,run,phi_4_mini_instruct__gsm8k,phi_4_mini_instruct__gsm8k,Phi 4 4B,Phi 4,4B,7
empirical_bernstein,9.0,-0.0686666666666666,0.5507333333333333,0.6194000000000001,0.006,0.9813333333333332,6.140666666666666,run,phi_4_mini_instruct__gsm8k,phi_4_mini_instruct__gsm8k,Phi 4 4B,Phi 4,4B,8
never_stop,10.0,-0.1086666666666666,0.5507333333333333,0.6594,0.0,0.994,7.134666666666667,run,phi_4_mini_instruct__gsm8k,phi_4_mini_instruct__gsm8k,Phi 4 4B,Phi 4,4B,9
first_answer,1.0,0.074,0.0380666666666666,-0.0359333333333333,1.0,0.0,0.0,run,qwen2p5_0p5b__gsm8k,qwen2p5_0p5b__gsm8k,Qwen 0.5B,Qwen2.5 instruct,0.5B,1
oracle,2.025333333333333,0.0380666666666666,0.0380666666666666,0.0,0.0,0.0,0.0,run,qwen2p5_0p5b__gsm8k,qwen2p5_0p5b__gsm8k,Qwen 0.5B,Qwen2.5 instruct,0.5B,2
e_process,2.0,0.0259999999999999,0.0380666666666666,0.0120666666666666,0.0133333333333333,0.0,0.0,run,qwen2p5_0p5b__gsm8k,qwen2p5_0p5b__gsm8k,Qwen 0.5B,Qwen2.5 instruct,0.5B,3
empirical_bernstein,2.0,0.0259999999999999,0.0380666666666666,0.0120666666666666,0.0133333333333333,0.0,0.0,run,qwen2p5_0p5b__gsm8k,qwen2p5_0p5b__gsm8k,Qwen 0.5B,Qwen2.5 instruct,0.5B,3
answer_stability,2.582666666666667,-0.0004666666666666,0.0380666666666666,0.0385333333333333,0.008,0.228,0.5746666666666667,run,qwen2p5_0p5b__gsm8k,qwen2p5_0p5b__gsm8k,Qwen 0.5B,Qwen2.5 instruct,0.5B,4
entropy_plateau,2.688,-0.0024,0.0380666666666666,0.0404666666666666,0.0053333333333333,0.3593333333333333,0.676,run,qwen2p5_0p5b__gsm8k,qwen2p5_0p5b__gsm8k,Qwen 0.5B,Qwen2.5 instruct,0.5B,5
hazard_drift,2.798,-0.0112333333333333,0.0380666666666666,0.0493,0.006,0.354,0.7873333333333333,run,qwen2p5_0p5b__gsm8k,qwen2p5_0p5b__gsm8k,Qwen 0.5B,Qwen2.5 instruct,0.5B,6
verifier_first_correct,9.194,-0.3163666666666667,0.0380666666666666,0.3544333333333333,0.074,0.9066666666666666,7.253333333333333,run,qwen2p5_0p5b__gsm8k,qwen2p5_0p5b__gsm8k,Qwen 0.5B,Qwen2.5 instruct,0.5B,7
never_stop,10.0,-0.3686666666666666,0.0380666666666666,0.4067333333333333,0.0,1.0,7.974666666666667,run,qwen2p5_0p5b__gsm8k,qwen2p5_0p5b__gsm8k,Qwen 0.5B,Qwen2.5 instruct,0.5B,8
oracle,3.927333333333333,0.5642999999999999,0.5642999999999999,0.0,0.0,0.0,0.0,run,qwen2p5_14b__gsm8k,qwen2p5_14b__gsm8k,Qwen 14B,Qwen2.5 instruct,14B,1
verifier_first_correct,6.078666666666667,0.4687333333333333,0.5642999999999999,0.0955666666666666,0.03,0.2773333333333333,2.2186666666666666,run,qwen2p5_14b__gsm8k,qwen2p5_14b__gsm8k,Qwen 14B,Qwen2.5 instruct,14B,2
hazard_drift,5.756666666666667,0.2108333333333333,0.5642999999999999,0.3534666666666667,0.2173333333333333,0.438,2.304666666666667,run,qwen2p5_14b__gsm8k,qwen2p5_14b__gsm8k,Qwen 14B,Qwen2.5 instruct,14B,3
e_process,7.0,0.1653333333333333,0.5642999999999999,0.3989666666666667,0.0806666666666666,0.8533333333333334,3.224666666666667,run,qwen2p5_14b__gsm8k,qwen2p5_14b__gsm8k,Qwen 14B,Qwen2.5 instruct,14B,4
